icpsr,state_abbrev,bioname,party_code,rc1,rc2,rc3,rc4,rc5,rc6,rc7,rc8,rc9,rc10,rc11,rc12,rc13,rc14,rc15,rc16,rc17,rc18,rc19,rc20,rc21,rc22,rc23,rc24,rc25,rc26,rc27,rc28,rc29,rc30,rc31,rc32,rc33,rc34,rc35,rc36,rc37,rc38,rc39,rc40,rc41,rc42,rc43,rc44,rc45,rc46,rc47,rc48,rc49,rc50,rc51,rc52,rc53,rc54,rc55,rc56,rc57,rc58,rc59,rc60,rc61,rc62,rc63,rc64,rc65,rc66,rc67,rc68,rc69,rc70,rc71,rc72,rc73,rc74,rc75,rc76,rc77,rc78,rc79,rc80,rc81,rc82,rc83,rc84,rc85,rc86,rc87,rc88,rc89,rc90,rc91,rc92,rc93,rc94,rc95,rc96,rc97,rc98,rc99,rc100,rc101,rc102,rc103,rc104,rc105,rc106,rc107,rc108,rc109,rc110,rc111,rc112,rc113,rc114,rc115,rc116,rc117,rc118,rc119,rc120,rc121,rc122,rc123,rc124,rc125,rc126,rc127,rc128,rc129,rc130,rc131,rc132,rc133,rc134,rc135,rc136,rc137,rc138,rc139,rc140,rc141,rc142,rc143,rc144,rc145,rc146,rc147,rc148,rc149,rc150,rc151,rc152,rc153,rc154,rc155,rc156,rc157,rc158,rc159,rc160,rc161,rc162,rc163,rc164,rc165,rc166,rc167,rc168,rc169,rc170,rc171,rc172,rc173,rc174,rc175,rc176,rc177,rc178,rc179,rc180,rc181,rc182,rc183,rc184,rc185,rc186,rc187,rc188,rc189,rc190,rc191,rc192,rc193,rc194,rc195,rc196,rc197,rc198,rc199,rc200,rc201,rc202,rc203,rc204,rc205,rc206,rc207,rc208,rc209,rc210,rc211,rc212,rc213,rc214,rc215,rc216,rc217,rc218,rc219,rc220,rc221,rc222,rc223,rc224,rc225,rc226,rc227,rc228,rc229,rc230,rc231,rc232,rc233,rc234,rc235,rc236,rc237,rc238,rc239,rc240,rc241,rc242,rc243,rc244,rc245,rc246,rc247,rc248,rc249,rc250,rc251,rc252,rc253,rc254,rc255,rc256,rc257,rc258,rc259,rc260,rc261,rc262,rc263,rc264,rc265,rc266,rc267,rc268,rc269,rc270,rc271,rc272,rc273,rc274,rc275,rc276,rc277,rc278,rc279,rc280,rc281,rc282,rc283,rc284,rc285,rc286,rc287,rc288,rc289,rc290,rc291,rc292,rc293,rc294,rc295,rc296,rc297,rc298,rc299,rc300,rc301,rc302,rc303,rc304,rc305,rc306,rc307,rc308,rc309,rc310,rc311,rc312,rc313,rc314,rc315,rc316,rc317,rc318,rc319,rc320,rc321,rc322,rc323,rc324,rc325,rc326,rc327,rc328,rc329,rc330,rc331,rc332,rc333,rc334,rc335,rc336,rc337,rc338,rc339,rc340,rc341,rc342,rc343,rc344,rc345,rc346,rc347,rc348,rc349,rc350,rc351,rc352,rc353,rc354,rc355,rc356,rc357,rc358,rc359,rc360,rc361,rc362,rc363,rc364,rc365,rc366,rc367,rc368,rc369,rc370,rc371,rc372,rc373,rc374,rc375,rc376,rc377,rc378,rc379,rc380,rc381,rc382,rc383,rc384,rc385,rc386,rc387,rc388,rc389,rc390,rc391,rc392,rc393,rc394,rc395,rc396,rc397,rc398,rc399,rc400,rc401,rc402,rc403,rc404,rc405,rc406,rc407,rc408,rc409,rc410,rc411,rc412,rc413,rc414,rc415,rc416,rc417,rc418,rc419,rc420,rc421,rc422,rc423,rc424,rc425,rc426,rc427,rc428,rc429,rc430,rc431,rc432,rc433,rc434,rc435,rc436,rc437,rc438,rc439,rc440,rc441,rc442,rc443,rc444,rc445,rc446,rc447,rc448,rc449,rc450,rc451,rc452,rc453,rc454,rc455,rc456,rc457,rc458,rc459,rc460,rc461,rc462,rc463,rc464,rc465,rc466,rc467,rc468,rc469,rc470,rc471,rc472,rc473,rc474,rc475,rc476,rc477,rc478,rc479,rc480,rc481,rc482,rc483,rc484,rc485,rc486,rc487,rc488,rc489,rc490,rc491,rc492,rc493,rc494,rc495,rc496,rc497,rc498,rc499,rc500,rc501,rc502,rc503,rc504,rc505,rc506,rc507,rc508,rc509,rc510,rc511,rc512,rc513,rc514,rc515,rc516,rc517,rc518,rc519,rc520,rc521,rc522,rc523,rc524,rc525,rc526,rc527,rc528,rc529,rc530,rc531,rc532,rc533,rc534,rc535,rc536,rc537,rc538,rc539,rc540,rc541,rc542,rc543,rc544,rc545,rc546,rc547,rc548,rc549,rc550,rc551,rc552,rc553,rc554,rc555,rc556,rc557,rc558,rc559,rc560,rc561,rc562,rc563,rc564,rc565,rc566,rc567,rc568,rc569,rc570,rc571,rc572,rc573,rc574,rc575,rc576,rc577,rc578,rc579,rc580,rc581,rc582,rc583,rc584,rc585,rc586,rc587,rc588,rc589,rc590,rc591,rc592,rc593,rc594,rc595,rc596,rc597,rc598,rc599,rc600,rc601,rc602,rc603,rc604,rc605,rc606,rc607,rc608,rc609,rc610,rc611,rc612,rc613,rc614,rc615,rc616,rc617,rc618,rc619,rc620,rc621,rc622,rc623,rc624,rc625,rc626,rc627,rc628,rc629,rc630,rc631,rc632,rc633,rc634,rc635,rc636,rc637,rc638,rc639,rc640,rc641,rc642,rc643,rc644,rc645,rc646,rc647,rc648,rc649,rc650,rc651,rc652,rc653,rc654,rc655,rc656,rc657,rc658,rc659,rc660,rc661,rc662,rc663,rc664,rc665,rc666,rc667,rc668,rc669,rc670,rc671,rc672,rc673,rc674,rc675,rc676,rc677,rc678,rc679,rc680,rc681,rc682,rc683,rc684,rc685,rc686,rc687,rc688,rc689,rc690,rc691,rc692,rc693,rc694,rc695,rc696,rc697,rc698,rc699,rc700,rc701,rc702,rc703,rc704,rc705,rc706,rc707,rc708,rc709,rc710,rc711,rc712,rc713,rc714,rc715,rc716,rc717,rc718,rc719,rc720,rc721,rc722,rc723,rc724,rc725,rc726,rc727,rc728,rc729,rc730,rc731,rc732,rc733,rc734,rc735,rc736,rc737,rc738,rc739,rc740,rc741,rc742,rc743,rc744,rc745,rc746,rc747,rc748,rc749,rc750,rc751,rc752,rc753,rc754,rc755,rc756,rc757,rc758,rc759,rc760,rc761,rc762,rc763,rc764,rc765,rc766,rc767,rc768,rc769,rc770,rc771,rc772,rc773,rc774,rc775,rc776,rc777,rc778,rc779,rc780,rc781,rc782,rc783,rc784,rc785,rc786,rc787,rc788,rc789,rc790,rc791,rc792,rc793,rc794,rc795,rc796,rc797,rc798,rc799,rc800,rc801,rc802,rc803,rc804,rc805,rc806,rc807,rc808,rc809,rc810,rc811,rc812,rc813,rc814,rc815,rc816,rc817,rc818,rc819,rc820,rc821,rc822,rc823,rc824,rc825,rc826,rc827,rc828,rc829,rc830,rc831,rc832,rc833,rc834,rc835,rc836,rc837,rc838,rc839,rc840,rc841,rc842,rc843,rc844,rc845,rc846,rc847,rc848,rc849,rc850,rc851,rc852,rc853,rc854,rc855,rc856,rc857,rc858,rc859,rc860,rc861,rc862,rc863,rc864,rc865,rc866,rc867,rc868,rc869,rc870,rc871,rc872,rc873,rc874,rc875,rc876,rc877,rc878,rc879,rc880,rc881,rc882,rc883,rc884,rc885,rc886,rc887,rc888,rc889,rc890,rc891,rc892,rc893,rc894,rc895,rc896,rc897,rc898,rc899,rc900,rc901,rc902,rc903,rc904,rc905,rc906,rc907,rc908,rc909,rc910,rc911,rc912,rc913,rc914,rc915,rc916,rc917,rc918,rc919,rc920,rc921,rc922,rc923,rc924,rc925,rc926,rc927,rc928,rc929,rc930,rc931,rc932,rc933,rc934,rc935,rc936,rc937,rc938,rc939,rc940,rc941,rc942,rc943,rc944,rc945,rc946,rc947,rc948,rc949,rc950,rc951,rc952,rc953,rc954,rc955,rc956,rc957,rc958,rc959,rc960,rc961,rc962,rc963,rc964,rc965,rc966,rc967,rc968,rc969,rc970,rc971,rc972,rc973,rc974,rc975,rc976,rc977,rc978,rc979,rc980,rc981,rc982,rc983,rc984,rc985,rc986,rc987,rc988,rc989,rc990,rc991,rc992,rc993,rc994,rc995,rc996
14066,AK,"YOUNG, Donald Edwin",200,-1,1,0,0,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,1,1,0,0,0,-1,1,1,1,-1,-1,-1,0,-1,-1,0,-1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,0,-1,1,-1,0,0,0,0,-1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,0,-1,-1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,0,1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,0,1,1,1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,1,0,-1,-1,0,0,-1,-1,1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,0,-1,1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,1,0,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,-1,0,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,0,1,-1,-1,1,1,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14854,KY,"ROGERS, Harold Dallas (Hal)",200,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,0,-1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1
14863,NJ,"SMITH, Christopher Henry",200,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,0,1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,1,1,-1,-1,0,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,0,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,0,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,0,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,0,-1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1
14873,MD,"HOYER, Steny Hamilton",100,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,0,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1
